date,platform,post_url,topic,hook,video_length_seconds,source_type,permission_level,utm_source,views_3h,views_24h,likes,comments,shares,profile_clicks,website_clicks,signups,api_keys_created,first_api_calls,trial_credit_cost_usd,notes,decision
,,,,,,,,,,,,,,,,,,,,,"kill / iterate / double down"
